Id,Symbol,Base,Quote,Active,Spot,Margin,Future,Leverage
TON-USDT,TON/USDT,TON,USDT,True,Spot,,,1.0
TOPC-USDT,TOPC/USDT,TOPC,USDT,True,Spot,,,1.0
TORN-USDT,TORN/USDT,TORN,USDT,True,Spot,Margin,,1.0
TOWN-USDT,TOWN/USDT,TOWN,USDT,True,Spot,,,1.0
TRA-USDT,TRA/USDT,TRA,USDT,True,Spot,,,1.0
TRB-USDT,TRB/USDT,TRB,USDT,True,Spot,Margin,,1.0
TRIO-USDT,TRIO/USDT,TRIO,USDT,True,Spot,,,1.0
TRUE-USDT,TRUE/USDT,TRUE,USDT,True,Spot,,,1.0
TRX-USDT,TRX/USDT,TRX,USDT,True,Spot,Margin,,1.0
TUP-USDT,TUP/USDT,TUP,USDT,True,Spot,,,1.0
TUSD-USDT,TUSD/USDT,TUSD,USDT,True,Spot,,,1.0
UBTC-USDT,UBTC/USDT,UBTC,USDT,True,Spot,,,1.0
UMA-USDT,UMA/USDT,UMA,USDT,True,Spot,Margin,,1.0
UMEE-USDT,UMEE/USDT,UMEE,USDT,True,Spot,Margin,,1.0
UNI-USDT,UNI/USDT,UNI,USDT,True,Spot,Margin,,1.0
USDC-USDT,USDC/USDT,USDC,USDT,True,Spot,,,1.0
USDP-USDT,USDP/USDT,USDP,USDT,True,Spot,,,1.0
USTC-USDT,USTC/USDT,USTC,USDT,True,Spot,,,1.0
UTK-USDT,UTK/USDT,UTK,USDT,True,Spot,,,1.0
TRADE-USDT,Unitrade/USDT,Unitrade,USDT,True,Spot,,,1.0
VALUE-USDT,VALUE/USDT,VALUE,USDT,True,Spot,,,1.0
VELO-USDT,VELO/USDT,VELO,USDT,True,Spot,,,1.0
VRA-USDT,VRA/USDT,VRA,USDT,True,Spot,,,1.0
VSYS-USDT,VSYS/USDT,VSYS,USDT,True,Spot,Margin,,1.0
WAVES-USDT,WAVES/USDT,WAVES,USDT,True,Spot,Margin,,1.0
WAXP-USDT,WAXP/USDT,WAXP,USDT,True,Spot,,,1.0
WBTC-USDT,WBTC/USDT,WBTC,USDT,True,Spot,,,1.0
WEMIX-USDT,WEMIX/USDT,WEMIX,USDT,True,Spot,,,1.0
WGRT-USDT,WGRT/USDT,WGRT,USDT,True,Spot,,,1.0
WING-USDT,WING/USDT,WING,USDT,True,Spot,,,1.0
WNCG-USDT,WNCG/USDT,WNCG,USDT,True,Spot,Margin,,1.0
WNXM-USDT,WNXM/USDT,WNXM,USDT,True,Spot,Margin,,1.0
WOO-USDT,WOO/USDT,WOO,USDT,True,Spot,,,1.0
WSB-USDT,WSB/USDT,WSB,USDT,True,Spot,,,1.0
WTC-USDT,WTC/USDT,WTC,USDT,True,Spot,,,1.0
WXT-USDT,WXT/USDT,WXT,USDT,True,Spot,,,1.0
WIN-USDT,WinToken/USDT,WinToken,USDT,True,Spot,,,1.0
XCH-USDT,XCH/USDT,XCH,USDT,True,Spot,Margin,,1.0
XEC-USDT,XEC/USDT,XEC,USDT,True,Spot,,,1.0
XEM-USDT,XEM/USDT,XEM,USDT,True,Spot,Margin,,1.0
XLM-USDT,XLM/USDT,XLM,USDT,True,Spot,Margin,,1.0
XMR-USDT,XMR/USDT,XMR,USDT,True,Spot,Margin,,1.0
XNO-USDT,XNO/USDT,XNO,USDT,True,Spot,,,1.0
XPO-USDT,XPO/USDT,XPO,USDT,True,Spot,,,1.0
XPR-USDT,XPR/USDT,XPR,USDT,True,Spot,,,1.0
XRP-USDT,XRP/USDT,XRP,USDT,True,Spot,Margin,,1.0
XSR-USDT,XSR/USDT,XSR,USDT,True,Spot,,,1.0
XTZ-USDT,XTZ/USDT,XTZ,USDT,True,Spot,Margin,,1.0
XUC-USDT,XUC/USDT,XUC,USDT,True,Spot,,,1.0
YEE-USDT,YEE/USDT,YEE,USDT,True,Spot,,,1.0
YFI-USDT,YFI/USDT,YFI,USDT,True,Spot,Margin,,1.0
YFII-USDT,YFII/USDT,YFII,USDT,True,Spot,Margin,,1.0
YGG-USDT,YGG/USDT,YGG,USDT,True,Spot,Margin,,1.0
YOU-USDT,YOU/USDT,YOU,USDT,True,Spot,,,1.0
YOYO-USDT,YOYOW/USDT,YOYOW,USDT,True,Spot,,,1.0
ZBC-USDT,ZBC/USDT,ZBC,USDT,True,Spot,,,1.0
ZEC-USDT,ZEC/USDT,ZEC,USDT,True,Spot,Margin,,1.0
ZEN-USDT,ZEN/USDT,ZEN,USDT,True,Spot,Margin,,1.0
ZIL-USDT,ZIL/USDT,ZIL,USDT,True,Spot,Margin,,1.0
ZKS-USDT,ZKS/USDT,ZKS,USDT,True,Spot,,,1.0
ZRX-USDT,ZRX/USDT,ZRX,USDT,True,Spot,Margin,,1.0
ZYRO-USDT,ZYRO/USDT,ZYRO,USDT,True,Spot,,,1.0
